split	drug_smiles	max_tanimoto_to_train	bucket	is_in_train
val	CCNC(=O)C1CCN(C(=O)c2nc(N[C@@H](C)c3cncc(F)c3)nc3ccsc23)C1	0.8533	[0.7, 0.9)	False
val	Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccc(C(=O)O)cc2n1-c1ccccc1	0.506	[0.5, 0.7)	False
val	Nc1nc(-n2ncc3ccncc32)nc(NCc2cncs2)c1Br	0.3067	[0.3, 0.5)	False
val	CNc1cncc(-c2ccc3ncnc(N[C@H]4CC[C@H](N5CCC[C@@H](CN6CCOCC6)C5)CC4)c3c2)c1	0.425	[0.3, 0.5)	False
val	CCCn1cc(-c2cnc(-n3ncc4cc(C#N)c(N)nc43)cc2NC2CC2)nn1	0.3059	[0.3, 0.5)	False
val	Cc1cccc([S-])c1	0.4074	[0.3, 0.5)	False
val	CCCCOC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O	0.6364	[0.5, 0.7)	False
val	Cc1ccc(S(=O)(=O)N2CCNC(=O)[C@H]2CC(=O)N[C@@H]2CCCc3cc(CN4CCOCC4)ccc32)cc1	0.8784	[0.7, 0.9)	False
val	CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1	1.0	[0.9, 1.0]	True
val	Cc1nn(-c2ccc(Cl)cc2)c(Cl)c1/C=N/NC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1	0.5352	[0.5, 0.7)	False
val	N#Cc1cncc(-c2cccc(OCCN3CCOCC3)c2)c1Nc1cccc2[nH]ccc12	0.8451	[0.7, 0.9)	False
val	Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc2nc(-c3ccccc3)nn2cn1	0.3611	[0.3, 0.5)	False
val	NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ncsc23)[C@H]2C=C[C@@H]1C2	0.6548	[0.5, 0.7)	False
val	Cc1nc(Cl)cc(Nc2cccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)n1	0.541	[0.5, 0.7)	False
val	Cc1nnc([C@]2(Cc3cccc(Nc4cc[nH]n4)n3)CC[C@@H](Oc3cccc(C(F)(F)F)c3F)CC2)s1	0.383	[0.3, 0.5)	False
val	O=C(NCCc1cnc(-c2ccccc2)[nH]1)c1nc(C2CC2)ccc1Nc1cncnc1	0.3889	[0.3, 0.5)	False
val	CC(C)n1nc(C#Cc2cccc3cc(-c4ccc(Cl)cc4)ncc23)c2c(N)ncnc21	0.5714	[0.5, 0.7)	False
val	Cc1ccc2sc(COC3=C[C@@](O)(C(=O)[O-])C[C@@H](O)[C@@H]3O)cc2c1	1.0	[0.9, 1.0]	True
val	CC(C)C[C@H]1COCCN1C1CC(C(=O)Nc2nc3ccc(-c4cnc(CO[C@H]5CCC[C@@H]5O)nc4)cc3s2)C1	0.398	[0.3, 0.5)	False
val	O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(CCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1	1.0	[0.9, 1.0]	True
val	Cc1ccc2nc(OCc3nc(-c4ccccc4)cn3C)c(Cl)nc2c1	0.4762	[0.3, 0.5)	False
val	Cc1cn(-c2cc(CN3CCC[C@H](N)C3)cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccc(F)cc5)n4)c3)c2)cn1	1.0	[0.9, 1.0]	True
val	CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ccc(C#N)cn3)cc2NC2CCC2)CC1	0.527	[0.5, 0.7)	False
val	CN(Cc1ccc(/C=C/C(=O)NO)cc1)CC12CC3CC(CC(C3)C1)C2	1.0	[0.9, 1.0]	True
val	NS(=O)(=O)c1cc2cc(CO)ccc2s1	0.6667	[0.5, 0.7)	False
val	COc1ccc(-c2nc(C(=O)Nc3cc4cn(CC(=O)N5CCC(N6CCCC6)CC5)nc4cc3C)cs2)cc1	0.4667	[0.3, 0.5)	False
val	CC(=O)NC(C(=O)N1CCCC1)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N	1.0	[0.9, 1.0]	True
val	Cc1cc(Oc2ccnc3[nH]c(=O)[nH]c23)ccc1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1	0.6133	[0.5, 0.7)	False
val	COC(=O)c1ccc(-n2c(=O)n([C@H]3CCN(Cc4ncccc4C)C3)c3ncccc32)cc1	0.3855	[0.3, 0.5)	False
val	Fc1cc(CCNc2ncnc3ccsc23)ccc1Nc1nc2ccc(C(F)(F)F)cc2[nH]1	1.0	[0.9, 1.0]	True
val	CC(C)c1cccc(C(=O)Nc2cccc(Nc3ccnc(NC(=O)C4CC4)c3)c2)c1	0.5517	[0.5, 0.7)	False
val	CC(C)C[C@@H](NC(=O)C(C)(C)C)C(=O)N[C@H](Cc1ccccc1)C(=O)NCc1ccc2c(c1)c(O)c(C(=O)NCC(=O)O)c(=O)n2C	1.0	[0.9, 1.0]	True
val	O=C1N(c2cnc3ccccc3c2)c2ccccc2C12CCN(Cc1ccccn1)CC2	0.4286	[0.3, 0.5)	False
val	CN(C)CCCCNC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1	0.5273	[0.5, 0.7)	False
val	CN1CCN(c2ccn3c(-c4ccc(C(N)=O)c(OCc5ccccc5C(F)(F)F)c4)cnc3c2)CC1	0.4938	[0.3, 0.5)	False
val	N#Cc1ccc(-n2ccc3ncncc32)nc1Cl	0.4898	[0.3, 0.5)	False
val	COc1cc(Nc2ncc3ccc4ncn(C(C)C)c4c3n2)ncc1NCC1COC(=O)N1C	1.0	[0.9, 1.0]	True
val	CCCCCCCCCCCCCCCCC1COC(COCCCCCCC[n+]2ccsc2)C1	0.3279	[0.3, 0.5)	False
val	CCCCc1nn(CC(=O)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	0.7162	[0.7, 0.9)	False
val	CC(C)c1nc(-c2ccc(NS(=O)(=O)Cc3ccccc3Cl)c(F)c2)c2c(N)ncc(C3=CCC(NC4COC4)CC3)n12	0.3056	[0.3, 0.5)	False
val	NNc1ccccc1S(N)(=O)=O	1.0	[0.9, 1.0]	True
val	Cc1[nH]c2nc(N)nc(N)c2c1Sc1cccc(Cl)c1	1.0	[0.9, 1.0]	True
val	O=C(O)COc1ccc(SCc2ccc(OCc3ccc(F)cc3)cc2)c2c1CCC2	0.8148	[0.7, 0.9)	False
val	COC(=O)c1ccc2nc(NC(C)=O)sc2c1	1.0	[0.9, 1.0]	True
val	C[C@H]1CN([C@H]2CC[C@H](Nc3ncnc4ccc(-c5cnc(F)c(N)c5)cc34)CC2)CCO1	0.4324	[0.3, 0.5)	False
val	CS(=O)(=O)Nc1ccc(-c2cnccc2C2CC2)c(C(F)(F)F)c1	0.4909	[0.3, 0.5)	False
val	O=C1[C@@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1c1ccc([C@@H]2CCC[NH2+]2)cc1F	1.0	[0.9, 1.0]	False
val	CCc1ccc(Cc2cnc(N)nc2N)cc1C(C)C	1.0	[0.9, 1.0]	True
val	O=C(Cc1ccccc1)Nc1ccc2[nH]nc(CCc3ccccc3)c2c1	0.6071	[0.5, 0.7)	False
val	CCC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12	0.7692	[0.7, 0.9)	False
val	CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(Br)cn2)C[C@H](Cc2ccccc2)N1C(=O)OC(C)C	0.3596	[0.3, 0.5)	False
val	O=C1c2ccccc2C(=O)N1CCc1cnc(-c2ccccc2)[nH]1	0.4565	[0.3, 0.5)	False
val	O=C(CCCCCCC(=O)Nc1cccc(-c2cn(CC(O)c3cccc(Br)c3)nn2)c1)NO	1.0	[0.9, 1.0]	True
val	O[C@@H]1CNC[C@H](OCc2ccc3ccccc3c2)[C@H]1c1ccc(OCCCOCc2ccccc2)cc1	0.4194	[0.3, 0.5)	False
val	COc1cccc(NC(C)(C)C(=O)Nc2nc3ccc4[nH]ncc4c3s2)c1	0.7869	[0.7, 0.9)	False
val	Nc1nc(N2CCC[C@H]2C(=O)N2CCN(C(=O)NC3CCCCC3)CC2)nc2nc(-c3ccco3)nn12	0.5652	[0.5, 0.7)	False
val	CN(C)CCCCn1cc(C2=C(Nc3ccccc3)C(=O)NC2=O)c2ccccc21	1.0	[0.9, 1.0]	True
val	N#Cc1ccc(-c2ccc(Cc3nc(C(=O)NCC(=O)N4CC(F)(F)C[C@H]4C#N)cs3)cc2)cc1	1.0	[0.9, 1.0]	True
val	O=C(O)CCCN1CC(C(=O)O)Oc2c(NC(=O)c3ccc(OCCCc4ccccc4)cc3)cccc21	1.0	[0.9, 1.0]	True
val	CNC(=O)c1cnc2cc(OC)c(OC)cc2c1Nc1ccccc1CCS(C)(=O)=O	0.5385	[0.5, 0.7)	False
val	Nc1nc(N)c2cc(CNc3ccc(Cl)cc3)cnc2n1	1.0	[0.9, 1.0]	True
val	CC(C)Oc1cc2c(OCC3CCCCN3)nccc2cc1C(N)=O	0.7143	[0.7, 0.9)	False
val	COc1ccc2c(c1)SC1=NC(c3ccc(F)cc3)=C/C(=C\C#N)N12	0.8491	[0.7, 0.9)	False
val	c1nc(O[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1	0.6545	[0.5, 0.7)	False
val	CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1ccc(C#N)cc1	0.4368	[0.3, 0.5)	False
val	CC(NC(=O)c1nccnc1N)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1	1.0	[0.9, 1.0]	True
val	N#Cc1cnc(-c2nc(CC(=O)N[C@@H](CO)c3ccccc3)cs2)c(O)c1	0.3836	[0.3, 0.5)	False
val	CCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1	1.0	[0.9, 1.0]	True
val	O=C(Nc1ccccc1Br)c1ccc2cnc(N3C[C@@H]4CC[C@H]3CN4)nn12	0.4722	[0.3, 0.5)	False
val	Cc1ncccc1C(C#N)N1CCN(C(=O)CN(C=O)C(c2ccccc2)c2ccccc2)CC1	0.3662	[0.3, 0.5)	False
val	Cn1ncc2c(NCc3ccc(Cl)cc3F)nc(NCCN)nc21	0.5373	[0.5, 0.7)	False
val	Cc1ncc(C)n2nc(CCc3nc(N4CC[C@H](C)C4)nn3C)nc12	0.4615	[0.3, 0.5)	False
val	COc1c(C(N)=O)cc2ccnc(OC[C@H]3NC(=O)C[C@H]3CF)c2c1F	0.4605	[0.3, 0.5)	False
val	O=C(Nc1cc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)n[nH]1)c1ccc(OCCN2CCCC2)cc1	1.0	[0.9, 1.0]	True
val	Nc1nc(N)c2cc(NCc3ccc(Oc4ccccc4)cc3)cnc2n1	1.0	[0.9, 1.0]	True
val	Cc1cc(Br)ccc1COc1ccnn1-c1cc(C(=O)O)ccn1	1.0	[0.9, 1.0]	True
val	COC(=O)c1ccc2c(c1)nc(NC(=O)c1cccs1)n2CCCN	0.6164	[0.5, 0.7)	False
val	CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1cncc(F)c1	0.4211	[0.3, 0.5)	False
val	NS(=O)(=O)c1ccc(Sc2ccccn2)c(C(=O)NCc2ccccn2)c1	0.8113	[0.7, 0.9)	False
val	CO[C@@H]1CCN(C(=O)c2nc(N[C@@H](C)c3cncc(Cl)c3)nc3ccsc23)C1	1.0	[0.9, 1.0]	True
val	C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(CC(F)(F)c4ccc(Cl)cc4)nn3)c3c(N)ncnc32)C1	0.6813	[0.5, 0.7)	False
val	CC[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(N)=O	1.0	[0.9, 1.0]	True
val	C[C@]12CC[C@H](n3ccnn3)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc4ccncc4c3)CC[C@@H]12	0.4935	[0.3, 0.5)	False
val	CC(C)[C@@H]1c2nn(-c3ccc(CO)c(S(C)(=O)=O)c3)cc2CN1c1ncc(CO)c(C(F)(F)F)n1	0.7945	[0.7, 0.9)	False
val	COc1ccc(CNc2nnc(-c3ccccc3)c3ccccc23)cc1Cl	0.6226	[0.5, 0.7)	False
val	COC1=CC(=O)N(C(=O)/C=C/[C@H](CCc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C2CCN(C)CC2)C1Cc1ccc(-c2ccc(C#N)cc2)cc1	0.5941	[0.5, 0.7)	False
val	Cc1ncc(C)n2nc(C3CCC3c3cn4ccc5c(c4n3)OCCO5)nc12	0.275	[0.0, 0.3)	False
val	N#Cc1ccc(N2C3CCC2CN(C(=O)CCS(=O)(=O)c2ncccc2C2CC2)C3)nc1	0.6667	[0.5, 0.7)	False
val	Cc1ncc(C)n2nc(/C=C/c3nc(Br)cn3-c3ccccc3)nc12	0.3151	[0.3, 0.5)	False
val	CC[C@H](C)[C@H](NC(=O)[C@@H](NC[C@@H]1COCCCCCN(C(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)[C@@H](C)C(=O)N1)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)OC	0.8396	[0.7, 0.9)	False
val	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	1.0	[0.9, 1.0]	True
val	COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(CN5CCCC5)cc(C(F)(F)F)c4)ccc3C)c2n1	0.4706	[0.3, 0.5)	False
val	O=C(/C=C/c1cccnc1)c1ccc2ccccc2c1	1.0	[0.9, 1.0]	True
val	Cc1ccccc1-c1nnc(-c2ccc3c(c2)OCCO3)o1	0.5714	[0.5, 0.7)	False
val	OCC1CCN(c2nccnc2C2CN(c3cnc4ccc(Cl)cc4n3)C2)CC1	0.5455	[0.5, 0.7)	False
val	COCC(C)NC(=O)c1nn(C)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1	0.3494	[0.3, 0.5)	False
val	CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cnn(CC2COC2)c1	0.3404	[0.3, 0.5)	False
val	Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(S(C)(=O)=O)nn1	0.8169	[0.7, 0.9)	False
val	CCNc1nc(-c2cc(NC(=O)c3ccnc(C(C)(C)C)c3)ccc2C)cc(N2CCOCC2)n1	1.0	[0.9, 1.0]	True
val	COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(Nc4ncnc(N5CC6(COC6)C5)c4Cl)n[nH]c3c1)C(=O)N2	1.0	[0.9, 1.0]	True
val	CC#CC(CC(=O)O)c1ccc(Oc2ccc(C#N)cc2Br)cc1	0.4366	[0.3, 0.5)	False
val	Cc1ccc(Oc2ccc(CN3CCC(O)=C(C(=O)NCC(=O)O)C3=O)cn2)cc1	0.8387	[0.7, 0.9)	False
val	O=C(O)c1ccn(C(=O)N2CCN(Cc3cccc(Oc4ccc(C(F)(F)F)cn4)c3)CC2)n1	0.7671	[0.7, 0.9)	False
val	OCc1ccc(-c2cn3c(-c4cccc(O)c4)cnc3cn2)cc1	0.64	[0.5, 0.7)	False
val	Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1C(=O)N[C@@H]1COCC[C@H]1N1CCCC1	0.3125	[0.3, 0.5)	False
val	CN1CCO[C@@H](CNC(=O)CN2CCN(c3nncc(-c4ccc(F)cc4)n3)CC2)C1	0.4699	[0.3, 0.5)	False
val	O=Cc1ccc(-c2ccc(Cn3ccnc3)cn2)s1	1.0	[0.9, 1.0]	True
val	Cc1ccc(NC(=O)c2ccc(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCN(CC4CC4)CC3)c2)nn1	0.5053	[0.5, 0.7)	False
val	CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cn1	0.35	[0.3, 0.5)	False
val	Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2ccc(C(=O)N3CCN(C)CC3)c(Cl)c2)n1	0.8551	[0.7, 0.9)	False
val	CC(C)(CO)CN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1	0.7705	[0.7, 0.9)	False
val	Cc1cccc(NC(=O)Nc2ccc(CCNc3ncnc4oc(-c5ccccc5)c(Cl)c34)cc2)c1	1.0	[0.9, 1.0]	True
val	O=C(CC(O)(C(F)(F)F)C(F)(F)F)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1	1.0	[0.9, 1.0]	True
val	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N[C]([O-])O[C@H]2CO[C@H]3OCC[C@H]32)cc1	1.0	[0.9, 1.0]	True
val	O=C1N(c2cccc(C(F)(F)F)c2)CCN1c1cnccc1C1(O)CC1	0.3889	[0.3, 0.5)	False
val	Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CC4)n3)c2)cn1	1.0	[0.9, 1.0]	True
val	CN(C)c1cc(CNCCCNC2CCCCC2)ccc1CNCCCNC1CCCCC1	0.3673	[0.3, 0.5)	False
val	Cc1cnc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)s1	1.0	[0.9, 1.0]	True
val	COc1cc(CCc2ccc(-c3cc4ccccc4c4nc(C)cn34)cc2)cc(OC)c1OC	0.386	[0.3, 0.5)	False
val	CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(C#CC3CCOCC3)c2cc1C(N)=O	0.6	[0.5, 0.7)	False
val	CC(N)c1cccc(-c2ccc3cnn(-c4cccc(CN)n4)c3c2)n1	0.4265	[0.3, 0.5)	False
val	CC(=O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1n1ccnn1	0.3889	[0.3, 0.5)	False
val	Oc1ccc(-c2coc(-c3cccc(O)c3)n2)cc1	0.4722	[0.3, 0.5)	False
val	CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCNC1=O	0.4545	[0.3, 0.5)	False
val	CN(C)c1nc2ccc(NC(=O)c3c(C(=O)N(C)C4CC4)cnn3C)cn2n1	0.3333	[0.3, 0.5)	False
val	COc1cnccc1-c1cccnc1Oc1ccc(C(=O)c2nc3ccccc3[nH]2)cc1	0.5493	[0.5, 0.7)	False
val	CC(C)Oc1cc2c(OC[C@@H]3CC(F)(F)C(=O)N3)nccc2cc1C(N)=O	0.7077	[0.7, 0.9)	False
val	CC(C)C[C@H]1[C@H](C(=O)N[C@@H](Cc2cscn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)[C@H]1C(=O)N1CCOCC1	0.6484	[0.5, 0.7)	False
val	CCOC(=O)/C=C/[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1	1.0	[0.9, 1.0]	True
val	O=C(O)c1ccncc1NCC1CCCc2c1ccc1c2OCC1	0.6333	[0.5, 0.7)	False
val	C[N+]1(C)C2CCC1CC(OC(=O)N(Cc1ccsc1)c1ccsc1)C2	1.0	[0.9, 1.0]	True
val	CC(C)n1nc(-c2cc(F)c(NS(=O)(=O)c3ccccc3F)cc2F)c2c(N)ncc([C@H]3CC[C@H](NCCOC(F)(F)F)CC3)c21	0.3636	[0.3, 0.5)	False
val	COCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c1	0.6753	[0.5, 0.7)	False
val	COc1ccc(CNc2nccnc2C2CN(c3ccc4ccccc4n3)C2)cc1	0.4714	[0.3, 0.5)	False
val	COCC(=O)NC1CCN(c2nccnc2C2CN(c3ccc4ccccc4n3)C2)C1	0.5395	[0.5, 0.7)	False
val	Cc1ncc(-c2ccc3c(c2)N(c2ccc4c(c2F)N(C)C(=O)C4(C)C)C(=O)C3(C)C)cn1	0.3171	[0.3, 0.5)	False
val	Oc1ncn(-c2ccc(-c3cnc(N4CCOCC4)c4nc(CCc5ccc6ccccc6n5)cn34)cc2)n1	1.0	[0.9, 1.0]	True
val	N#Cc1cc(-c2ccnc(Nc3nccc(C4CCNCC4)n3)c2)ccc1OC1CCOCC1	1.0	[0.9, 1.0]	True
val	Cn1c(OCCOc2cn(CC3CC3)nc(-c3ccnn3-c3ccccc3)c2=O)nc2ccccc21	0.6173	[0.5, 0.7)	False
val	Oc1ccc(-c2ccc3c(O)cccc3c2)cc1C(F)(F)F	0.6	[0.5, 0.7)	False
val	Cc1c(-c2cccc(Cl)c2)cnc(C(=O)NC2(C(=O)O)COC2)c1O	0.4	[0.3, 0.5)	False
val	COc1cc2c(N3CCN(c4ncc(Nc5ccc(C)cc5)cn4)CC3)ncnc2cc1OCCCN1CCCCC1	0.6104	[0.5, 0.7)	False
val	Cc1ccc(-c2ncc(CN/C(N)=N/S(=O)(=O)c3ccccc3)cc2-c2ccc(Cl)cc2)cc1	0.3766	[0.3, 0.5)	False
val	N#Cc1cc(-c2ccnc(Nc3ccc(=O)[nH]n3)n2)ccc1OC1CCOCC1	1.0	[0.9, 1.0]	True
val	Cn1ncc2cccc(NS(=O)(=O)c3cnn(-c4cc(C(F)(F)F)ccn4)c3)c21	0.4615	[0.3, 0.5)	False
val	CC1(OC(=O)Cc2ccncc2)CCCCC1	1.0	[0.9, 1.0]	True
val	O=C(O)c1ccnc(-n2nc(COc3ccccc3)cc2O)c1	1.0	[0.9, 1.0]	True
val	COc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)ccc1C(=O)N1CCNCC1	1.0	[0.9, 1.0]	True
val	Cc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4cccc(N5CCN(C)CC5)c4)cc3)c12	1.0	[0.9, 1.0]	True
val	CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1	1.0	[0.9, 1.0]	True
val	O=C(NC1CCCC1)Oc1ccc(C2=NCCO2)cc1	0.48	[0.3, 0.5)	False
val	COc1ccccc1Nc1cnc2nc(N)nc(N)c2c1	1.0	[0.9, 1.0]	True
val	Cc1ccc(NC(=O)c2ccnc(C(C)(F)F)c2)cc1-c1cc(N2C3CCC2COC3)cc(=O)n1C	1.0	[0.9, 1.0]	True
val	COc1cc(CCC(=O)N2CCN(C(C#N)c3cccnc3)CC2)cc(OC)c1OC	0.3953	[0.3, 0.5)	False
val	OC1(c2ccncc2)CCCc2cc(-c3ccc(F)c(F)c3)ccc21	1.0	[0.9, 1.0]	True
val	[NH3+]Cc1ccc(CO[C]([O-])N[C@H]2CC(=O)NC2=O)cc1	0.7727	[0.7, 0.9)	False
val	CCc1ncnc2cc(OC)c(OCC(O)CNC(C)(C)Cc3cc4ccccc4[nH]3)cc12	0.5753	[0.5, 0.7)	False
val	CC(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1	1.0	[0.9, 1.0]	True
val	Clc1ccc(OCc2nnn[nH]2)cc1Cl	1.0	[0.9, 1.0]	True
val	COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1	1.0	[0.9, 1.0]	True
val	CCCc1nc2ccccc2n1-c1ccc(C(=O)NCC)s1	0.7547	[0.7, 0.9)	False
val	COc1ccc(-c2nnn(CC(=O)N(C3CCCCC3)C(C)C(=O)N(C)C3CCCC3)n2)cc1OC	0.4416	[0.3, 0.5)	False
val	COc1ccc(-n2nc(Sc3ccc(Cl)cc3)cc(CC[C@@H](C)NC(=O)[C@H]3CNCC[C@@H]3c3ccc(C(F)(F)F)cc3)c2=O)cc1	0.8824	[0.7, 0.9)	False
val	CCOC(=O)C1=C(c2ccc(-n3c(C)nc4cnccc43)cc2)N=C(C)C(C(=O)OCc2ccccc2)C1c1ccccc1Cl	0.4545	[0.3, 0.5)	False
val	O=C(Nc1ccc2ccccc2n1)c1ccco1	0.6154	[0.5, 0.7)	False
val	COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1	0.7432	[0.7, 0.9)	False
val	CC(C)N1CCC(c2cnn(-c3nccc4c(=O)[nH]cnc34)c2)CC1	1.0	[0.9, 1.0]	True
val	Cc1noc(-c2cc3cc(-c4nc(C(=O)NCc5ccc(N)nc5)[nH]c4C)ccc3[nH]2)n1	0.3864	[0.3, 0.5)	False
val	COC(C)(C)[C@H]1CC[C@H](NC(=O)c2cnc(-c3cnc4cc(C#N)cnn34)cc2NC(C)C)CC1	0.3431	[0.3, 0.5)	False
val	Cc1c(CN(C)c2ccc(Cl)cc2)cnc2nc(N)nc(N)c12	1.0	[0.9, 1.0]	True
val	O=C1C(Cl)=C(Cl)C(=O)N1c1c(Cl)cccc1Cl	0.4706	[0.3, 0.5)	False
val	Cc1ccncc1N1CCN(c2cc3c(C)nccc3s2)C1=O	0.3478	[0.3, 0.5)	False
val	COC(=O)N1CCC(c2cn(-c3cnc(-n4ncc5cc(C#N)cnc54)cc3NC(C)C)nn2)CC1	0.3465	[0.3, 0.5)	False
val	CC(C)(C)c1ccc(S(=O)(=O)N2CCC3(CC2)N=C(c2ccc(Br)cc2)C(=O)N3)cc1	0.6792	[0.5, 0.7)	False
val	COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(C5CCNCC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O	0.4356	[0.3, 0.5)	False
val	CCc1coc2ccc(N3C[C@@]4(CN5CCC4CC5)OC3=O)cc12	0.3382	[0.3, 0.5)	False
val	CCCCNc1c(CN)cnc2cc(Cl)ccc12	0.4151	[0.3, 0.5)	False
val	CC(C)S(=O)(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C	0.7887	[0.7, 0.9)	False
val	Oc1nc(Oc2ccc3c(ccn3C3CCCC3)c2)nc2cnccc12	0.411	[0.3, 0.5)	False
val	O=C(Nc1cc(F)c(F)cc1F)N[C@@H]1[C@H]2Oc3ccc(Oc4ccncc4)cc3[C@@H]12	0.75	[0.7, 0.9)	False
val	O=C(CCC1CSC(c2ccccc2)(c2ccccc2)S1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2	1.0	[0.9, 1.0]	True
val	COc1ccc(CNc2nn3c(-c4cccc(C(=O)N(C)C)c4)cnc3s2)cc1	0.7059	[0.7, 0.9)	False
val	CC(C)C[C@H](NC(=O)CC(O)[C@H](CC(C)C)NC(=O)CC1OC1[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccc1	0.5641	[0.5, 0.7)	False
val	Cc1nc([C@@H]2CCOC2)c2c(N3CCc4nn(C5CC5)cc4C3)ncnn12	1.0	[0.9, 1.0]	True
